Input,Output
2.8090677747099377,7.890861762913842
2.8865028767492134,8.331898857481484
2.706565551877977,7.325497086612538
2.1495688939287434,4.620646429746041
2.628774085830123,6.910453194331999
3.1216246815815736,9.74454065265926
2.4657693435813104,6.080018455745407
3.556557555175032,12.6491016432726
3.194137886127538,10.202516835595297
2.705510181274578,7.319785340980399
4.137564634344863,17.11944110338134
1.5571630854969123,2.424756874834264
4.531134834977563,20.53118289274715
2.8504495627284028,8.125062709658543
3.9916758953723366,15.933476453696544
4.059539749998309,16.479862981816332
1.4615693723420913,2.1361850301684546
4.5508250878918695,20.710008980586043
3.9088094481423488,15.278791301886892
1.512162585086073,2.2866356837341946
4.473082389799119,20.008466065930996
1.9034557978176103,3.6231439742454756
2.8501963245515087,8.12361908848693
3.984916793918094,15.879561854450461
1.5717065797719796,2.470261572898534
1.9177233081919929,3.6776626867828415
3.591969953838544,12.90224814927887
3.036414335536377,9.219812017050819
3.432521162397515,11.782201530306788
1.7609121377383574,3.100811556834272
4.307509561185066,18.55463861970076
1.408678288927955,1.984374521696991
4.480364691806535,20.07366777158667
3.6068560977512933,13.009410909885688
2.9597848825509407,8.760326550977085
1.375484470755823,1.8919575292904263
3.9739690624350676,15.79243010919105
2.603637252849361,6.778926944424967
3.969644198207892,15.758075060365577
2.4808157541441767,6.15444680600994
3.733285989433661,13.93742427890167
4.948741442670508,24.490041866404585
1.254895346351422,1.5747623302944556
3.4390306208073813,11.826931610850803
4.841182628387927,23.43704924140504
4.657729622911474,21.694445240147065
3.488933529726712,12.172657174851294
3.1285124826040107,9.78759035380911
4.467089204685442,19.95488596261721
1.3351401432480228,1.7825992021123507
2.306577882584245,5.320301528426819
