Input,Output
4.99640149844001,24.964027933613576
1.940225800316692,3.7644761562145477
3.394967495212124,11.525804293546884
3.353690673972161,11.247241136687848
4.4619882688863,19.90933931167896
1.7019743522090267,2.8967166955773362
1.3309992007191398,1.771558872314989
2.3660804248911496,5.598336577053082
3.84416729999967,14.777622230386754
3.231803976491176,10.444556942464178
3.0176900337383596,9.106453139723822
2.626109717807732,6.896452249964206
4.573768358309261,20.91935699547099
2.048635371387553,4.196906884900217
2.8596961428494234,8.17786202942787
2.943646817377361,8.665056585455867
1.9428857208434964,3.7748049242575528
3.7159124463583892,13.808005309001189
2.1274505019861025,4.52604563840092
3.572277888876128,12.761169315353285
2.3372008460645164,5.462507794844691
2.7293552795175335,7.449380241830234
1.567981030356052,2.4585645115564265
4.78935243998597,22.937896794399567
3.808090168681193,14.501550732806356
1.93581400577481,3.7473758649539164
1.4004980203982913,1.9613947051395328
1.886586112122787,3.559207158454573
2.7785877740267284,7.720550017970809
2.6727986052806783,7.143852384390339
3.91464632851463,15.324455877353072
4.262748539077881,18.17102510741061
4.806174890426521,23.099317077366386
2.3534178134541675,5.538575404683394
2.080725029651773,4.329416649019373
4.407620339754429,19.427117059416947
3.57927754219693,12.811227724075295
2.881612212491088,8.303688943177782
2.8975804691510803,8.395972575205795
2.7890616817618317,7.778865064672137
1.7032570993746026,2.901084746569985
4.067728083032337,16.546411757489935
4.645289903761142,21.578718289985204
1.0026871373504012,1.0053814954079423
3.3355872274663327,11.126142152036536
3.124629647251885,9.76331043248544
2.7761531348381325,7.707026228071591
4.016302236555229,16.130683655358535
4.358815046664574,18.999268611029496
4.359708842230998,19.00706118902715
3.8689213503053392,14.968552414848489
